,line_number,mean,distance,gradient
0,0,292.2117985280355,0.0,
1,0,291.52078705295673,17.028059426099563,-0.04058075308450164
2,0,290.77918977101643,34.05611885219913,-0.04355148542667323
3,0,290.1013874525435,51.084178278298694,-0.039805024255084503
4,0,289.32656386057533,68.11223770439825,-0.045502753577461925
5,0,288.6569271214803,85.14029713049781,-0.039325487557828345
6,0,288.0069689305623,102.16835655659739,-0.03816983337054571
7,0,287.37701127370195,119.19641598269695,-0.03699527004790749
8,0,286.74428647359207,136.2244754087965,-0.03715777495702664
9,0,285.9851019795736,153.25253483489607,-0.04458432255967189
10,0,285.24939611206986,170.28059426099563,-0.04320550269962533
11,0,284.41725621598493,187.3086536870952,-0.048868745126028415
12,0,283.55279154459635,204.33671311319478,-0.050767069209518345
13,0,282.7138128789266,221.36477253929434,-0.04927036279799492
14,0,281.8397321828206,238.3928319653939,-0.05133178562709503
15,0,281.08161595662443,255.42089139149346,-0.044521586824755835
16,0,280.29933593749996,272.448950817593,-0.04594064417730657
17,0,279.5289502207438,289.4770102436926,-0.045242132264076584
18,0,278.800286356608,306.50506966979214,-0.04279194979898565
19,0,277.89697565431123,323.5331290958917,-0.05304836444910683
20,0,276.77025610605875,340.56118852199126,-0.06616840592683831
21,0,275.9218593470256,357.5892479480908,-0.04982345538052294
22,0,275.0011594518026,374.6173073741904,-0.054069572590978214
23,0,273.9995278167725,391.64536680028993,-0.05882241833704519
24,0,272.96856650034584,408.67342622638955,-0.06054485074479315
25,0,271.91219931284587,425.7014856524891,-0.06203685112120517
26,0,270.8796142323812,442.72954507858867,-0.060640208882640025
27,0,269.90789030757804,459.75760450468823,-0.05706604026256479
28,0,268.80027927970025,476.7856639307878,-0.06504622753313373
29,0,267.7099659093222,493.81372335688735,-0.06403039495545161
30,0,266.66527353922527,510.8417827829869,-0.06135122881328949
31,0,265.57863159179686,527.8698422090864,-0.06381478477593695
32,0,264.44188425699866,544.897901635186,-0.06675730371576348
33,0,263.3349843343099,561.9259610612856,-0.06500446674458678
34,0,262.25818670908603,578.9540204873852,-0.06323666122361801
35,0,261.16529985798314,595.9820799134848,-0.06418152672334325
36,0,260.06228021341803,613.0101393395843,-0.06477659121123759
37,0,259.0662403742472,630.0381987656839,-0.0584940311897309
38,0,258.07106896718346,647.0662581917834,-0.05844303112651663
39,0,256.90920387268073,664.094317617883,-0.06823238429165279
40,0,255.65919159571328,681.1223770439825,-0.07340896843779601
41,0,254.52648370107016,698.1504364700821,-0.0665200811377819
42,0,253.20788735707603,715.1784958961816,-0.07743667736871247
43,0,251.93172293183895,732.2065553222812,-0.07494479513508473
44,0,250.36348391850785,749.2346147483807,-0.09209734204517749
45,0,248.94259526401353,766.2626741744804,-0.08344395676212314
46,0,247.4845531590779,783.2907336005799,-0.08562585250911427
47,0,246.15468381881715,800.3187930266795,-0.07809870208829614
48,0,244.90084664026898,817.3468524527791,-0.07363359189517267
49,0,243.69628606796266,834.3749118788786,-0.07073974445144632
50,0,242.36194327036543,851.4029713049782,-0.0783614130187981
51,0,240.89234326700912,868.4310307310777,-0.08630460856295802
52,0,239.3126481310526,885.4590901571773,-0.09277012115281018
53,0,237.72117420196525,902.4871495832768,-0.09346184960149065
54,0,235.94430873830444,919.5152090093765,-0.1043492637180568
55,0,234.3170045344035,936.543268435476,-0.09556603974535748
56,0,232.69641115188597,953.5713278615756,-0.0951719360359754
57,0,231.12838144302373,970.5993872876751,-0.09208505030578334
58,0,229.5522206828453,987.6274467137747,-0.09256255928744161
59,0,227.90524826049804,1004.6555061398742,-0.09672108730269573
60,0,226.33231170654295,1021.6835655659738,-0.09237321262481518
61,0,224.64084714889518,1038.7116249920734,-0.09933395904498656
62,0,222.7131779670715,1055.7396844181728,-0.11320545304587645
63,0,220.89267767070825,1072.7677438442724,-0.1069117889953378
64,0,219.15757198969527,1089.795803270372,-0.10189685375149167
65,0,217.42140743255612,1106.8238626964717,-0.10195903794404522
66,0,215.4948661277612,1123.8519221225713,-0.11313921666505458
67,0,213.72698382695515,1140.8799815486707,-0.1038217131246548
68,0,211.96597080866493,1157.9080409747703,-0.10341830353205345
69,0,210.2570103009542,1174.93610040087,-0.10036143667030825
70,0,208.35702393213907,1191.9641598269695,-0.11157973561584666
71,0,206.4523793983459,1208.992219253069,-0.11185329379775781
72,0,204.44357552001773,1226.0202786791685,-0.11797021774831186
73,0,202.45491769790647,1243.0483381052682,-0.11678710840432971
74,0,200.6206612625245,1260.0763975313678,-0.10771964024100907
75,0,198.9390738805135,1277.1044569574672,-0.09875390612236096
76,0,197.24337542215983,1294.1325163835668,-0.09958260162955464
77,0,195.40757025400796,1311.1605758096664,-0.10781059204773795
78,0,193.73227520624798,1328.188635235766,-0.09838437873855393
79,0,192.0448372968038,1345.2166946618654,-0.09909748769479867
80,0,190.49874823252358,1362.244754087965,-0.09079655089237325
81,0,188.93803790694108,1379.2728135140646,-0.09165520782657943
82,0,187.35684223695512,1396.3008729401643,-0.0928582424114867
83,0,185.85895770390826,1413.3289323662639,-0.08796566276665603
84,0,184.407164961497,1430.3569917923633,-0.08525884870862427
85,0,182.8363275782267,1447.3850512184629,-0.092249935471954
86,0,181.52646684646604,1464.4131106445625,-0.07692366458111996
87,0,180.18927442550654,1481.441170070662,-0.07852876170433878
88,0,178.92158035914102,1498.4692294967615,-0.07444735977503643
89,0,177.8125905227661,1515.4972889228611,-0.06512720026541147
90,0,176.71985920992765,1532.5253483489607,-0.06417239249021986
91,0,175.84302386601766,1549.5534077750604,-0.051493556721209595
92,0,174.9734002621969,1566.5814672011597,-0.05107003576037991
93,0,174.0991618156433,1583.6095266272594,-0.05134104977421026
94,0,173.21089221318562,1600.637586053359,-0.05216505182594061
95,0,172.22427867889405,1617.6656454794586,-0.05794045637281136
96,0,171.2905848821004,1634.6937049055582,-0.054832660224484325
97,0,170.32947281519571,1651.7217643316576,-0.05644284195012651
98,0,169.3717800095634,1668.7498237577572,-0.05624204036805416
99,0,168.5202393921666,1685.7778831838568,-0.050008083486695824
0,1,361.35618591308594,0.0,-0.1143898899401375
1,1,361.2423191992684,5.472110324459924,-0.020808555943863088
2,1,361.13352966308594,10.944220648919847,-0.019880727860365644
3,1,361.0445190843685,16.41633097337977,-0.01626622517450901
4,1,360.9537887573242,21.888441297839694,-0.016580500330693318
5,1,360.8252396911155,27.360551622299617,-0.023491680281760657
6,1,360.6478271484375,32.83266194675954,-0.0324212291343915
7,1,360.4582541709722,38.30477227121946,-0.0346434860090262
8,1,360.3447977701823,43.77688259567939,-0.02073357334971349
9,1,360.2506980895997,49.248992920139315,-0.017196232349696784
10,1,360.10070037841797,54.721103244599234,-0.02741130976677789
11,1,359.9037454886029,60.19321356905916,-0.03599249250050513
12,1,359.7236633300781,65.66532389351909,-0.03290908769142122
