,line_number,mean,distance,gradient
0,0,686.9816237229564,0.0,inf
1,0,685.5256097774136,32.14089632777585,21.32876453681813
2,0,684.0562149486243,64.2817926555517,10.641523621067618
3,0,682.5640036200239,96.42268898332755,7.0788733524953456
4,0,681.0671147301421,128.5635853111034,5.297511834957528
5,0,679.6186632186423,160.70448163887926,4.228996330953735
6,0,678.1671808223355,192.8453779666551,3.516636944960109
7,0,676.6767907341504,224.98627429443093,3.007635878483011
8,0,675.236777064312,257.1271706222068,2.6260809988705067
9,0,673.685709658986,289.26806694998265,2.3289321796293296
10,0,672.1607193261855,321.4089632777585,2.0912942578558726
11,0,670.5514934352416,353.5498596055343,1.896624974433295
12,0,668.8671477903804,385.6907559333102,1.7342058047821978
13,0,667.2512302628484,417.83165226108605,1.5969379692802932
14,0,665.4040395968265,449.97254858886186,1.4787658529027368
15,0,663.6486940782886,482.1134449166377,1.3765405239694988
16,0,661.6784617795315,514.2543412444136,1.2866755002561088
17,0,659.7439483220543,546.3952375721894,1.2074482040756975
18,0,657.9096158580147,578.5361338999653,1.1371971037020376
19,0,655.9579206256569,610.6770302277412,1.0741486713214496
20,0,653.915909446964,642.817926555517,1.0172645821359003
21,0,651.932057074261,674.9588228832928,0.96588419170422
22,0,649.9797924589305,707.0997192110686,0.919219418138267
23,0,648.0263535950587,739.2406155388445,0.8766108625169381
24,0,646.1411599235191,771.3815118666204,0.8376414912511455
25,0,644.3652525671123,803.5224081943962,0.8019256787313155
26,0,642.4356096178184,835.6633045221721,0.7687732680629786
27,0,640.6889895110345,867.804200849948,0.7382874949021088
28,0,638.8494351796725,899.9450971777237,0.7098760104179007
29,0,637.1239856143313,932.0859935054996,0.6835463573679075
30,0,635.304575455318,964.2268898332754,0.6588745679610414
31,0,633.3323670259879,996.3677861610513,0.6356411516134837
32,0,631.4958000837911,1028.5086824888272,0.6139917055008927
33,0,629.5009545522103,1060.649578816603,0.5935051190559679
34,0,627.462877676868,1092.790475144379,0.5741840654256873
35,0,625.4036464955341,1124.9313714721548,0.5559482670281407
36,0,623.3458090137684,1157.0722677999306,0.5387267730467732
37,0,621.2442012797434,1189.2131641277065,0.5223993645709674
38,0,619.1226236161983,1221.3540604554823,0.5069149427360217
39,0,616.9233218377476,1253.4949567832582,0.4921625878901879
40,0,614.6609516187089,1285.635853111034,0.4780987945624939
41,0,612.516118395383,1317.7767494388097,0.4648102333390159
42,0,610.1793515697462,1349.9176457665856,0.4520122790329481
43,0,607.7262403248176,1382.0585420943614,0.4397253964393387
44,0,605.2378492008976,1414.1994384221373,0.4279720616182529
45,0,602.70929858064,1446.3403347499132,0.41671333094976887
46,0,600.2037628566754,1478.481231077689,0.4059596768903026
47,0,597.6526339456917,1510.6221274054649,0.39563344340267054
48,0,594.9948504722284,1542.7630237332407,0.38566833746924767
49,0,592.3180327052477,1574.9039200610166,0.3760978845505061
50,0,589.6855197416958,1607.0448163887925,0.36693781886356125
51,0,587.1805632835213,1639.1857127165683,0.3582147884332193
52,0,584.6013902333389,1671.3266090443442,0.34978285337514664
53,0,581.9939011165073,1703.46750537212,0.34165248194116365
54,0,579.4037400843563,1735.608401699896,0.33383321924281684
55,0,576.6409425520361,1767.7492980276718,0.326200634442571
56,0,573.9960292013069,1799.8901943554474,0.31890613716402777
57,0,571.5300584377728,1832.0310906832233,0.31196526158550664
58,0,569.0284280215992,1864.1719870109991,0.30524459759422495
59,0,566.4898494382743,1896.312883338775,0.2987322685067005
60,0,564.0290270212727,1928.4537796665509,0.2924773375272696
61,0,561.5647559901245,1960.5946759943267,0.2864257272887491
62,0,559.0211897239791,1992.7355723221026,0.28052953813262876
63,0,556.6592663934907,2024.8764686498785,0.27491023527210673
64,0,554.3107906352122,2057.0173649776543,0.2694730730390474
65,0,551.9155345243566,2089.15826130543,0.2641808161433816
66,0,549.4414106177052,2121.299157633206,0.25901175166200163
67,0,546.9637302377055,2153.440053960982,0.2539953360817426
68,0,544.5063153435202,2185.580950288758,0.24913573449273538
69,0,542.1414399988511,2217.7218466165336,0.24445871822292273
70,0,539.7765658899028,2249.8627429443095,0.23991533153863326
71,0,537.5831406537225,2282.0036392720854,0.2355750584276899
72,0,535.2945018095129,2314.1445355998612,0.23131420426631064
73,0,533.2548556857639,2346.285431927637,0.22727620792823056
74,0,531.0288660386029,2378.426328255413,0.22326899922442212
75,0,529.0823436063879,2410.567224583189,0.21948458363274706
76,0,526.8091215245864,2442.7081209109647,0.21566601306754665
77,0,524.5731057559742,2474.8490172387405,0.2119616599243114
78,0,522.4446590647977,2506.9899135665164,0.2083951978576383
79,0,520.2126803927952,2539.1308098942923,0.20487825139440233
80,0,517.998843769838,2571.271706222068,0.20145628426446077
81,0,515.9923626308848,2603.4126025498435,0.19819845771873032
82,0,514.0068790211398,2635.5534988776194,0.19502805738530274
83,0,512.2439014579231,2667.6943952053953,0.19201745986293292
84,0,510.2283899266744,2699.835291533171,0.1889850064286433
85,0,508.26824951171875,2731.976187860947,0.18604417262863374
86,0,506.3179013185298,2764.117084188723,0.18317527293426344
87,0,504.37326061060594,2796.2579805164987,0.18037436607241897
88,0,502.50309713263255,2828.3988768442746,0.1776634481248591
89,0,500.83437057779327,2860.5397731720504,0.1750838688819972
90,0,499.0625757444599,2892.6806694998263,0.17252598290801066
91,0,497.26906862344435,2924.821565827602,0.17001689075098775
92,0,495.58744954314386,2956.962462155378,0.16760018291943488
93,0,493.9489501080591,2989.103358483154,0.16524987291129262
94,0,492.6902017705219,3021.2442548109298,0.16307526310922338
